Nonhuman_gene_name,Human_gene_name,Organism
Kdm8,KDM8,Mouse
Lamtor3,LAMTOR3,Mouse
Krt20,KRT20,Mouse
Krt39,KRT39,Mouse
Klhl24,KLHL24,Mouse
Krt23,KRT23,Mouse
Klhl18,KLHL18,Mouse
Krt40,KRT40,Mouse
Kif9,KIF9,Mouse
Krtap3-3,KRTAP3-3,Mouse
Krtap3-2,KRTAP3-3,Mouse
Krtap3-3,KRTAP3-2,Mouse
Krtap3-2,KRTAP3-2,Mouse
Klhl40,KLHL40,Mouse
Krtap1-5,KRTAP1-5,Mouse
Krtap1-5,KRTAP1-4,Mouse
Krtap1-5,KRTAP1-3,Mouse
Lamb1,LAMB1,Mouse
Krba1,KRBA1,Mouse
Lcat,LCAT,Mouse
Lbp,LBP,Mouse
Gm40460,KRTAP2-4,Mouse
Krtap5-2,KRTAP2-4,Mouse
Gm45618,KRTAP2-4,Mouse
Gm4559,KRTAP2-4,Mouse
Gm11555,KRTAP4-7,Mouse
Krtap4-7,KRTAP4-7,Mouse
Gm40460,KRTAP4-8,Mouse
Krtap5-2,KRTAP4-8,Mouse
Gm45618,KRTAP4-8,Mouse
Gm4559,KRTAP4-8,Mouse
Gm40460,KRTAP4-16,Mouse
Krtap5-2,KRTAP4-16,Mouse
Gm45618,KRTAP4-16,Mouse
Gm4559,KRTAP4-16,Mouse
Gm40460,KRTAP4-9,Mouse
Krtap5-2,KRTAP4-9,Mouse
Gm45618,KRTAP4-9,Mouse
Gm4559,KRTAP4-9,Mouse
Krit1,KRIT1,Mouse
Kidins220,KIDINS220,Mouse
Gm11555,KRTAP4-6,Mouse
Krtap4-7,KRTAP4-6,Mouse
Gm40460,KRTAP4-2,Mouse
Krtap5-2,KRTAP4-2,Mouse
Gm45618,KRTAP4-2,Mouse
Gm4559,KRTAP4-2,Mouse
Krtap4-16,KRTAP4-2,Mouse
Gm40460,KRTAP4-1,Mouse
Krtap5-2,KRTAP4-1,Mouse
Gm45618,KRTAP4-1,Mouse
Gm4559,KRTAP4-1,Mouse
Krtap4-16,KRTAP4-1,Mouse
Klhl36,KLHL36,Mouse
Krtap9-5,KRTAP9-1,Mouse
Gm36176,KRTAP9-1,Mouse
Gm19402,KRTAP9-1,Mouse
Gm18596,KRTAP9-1,Mouse
Gm9507,KRTAP9-1,Mouse
Krtap10-10,KRTAP9-1,Mouse
Gm3285,KRTAP9-1,Mouse
Krtap10-4,KRTAP9-1,Mouse
Gm9736,KRTAP9-1,Mouse
Gm2696,KRTAP9-1,Mouse
Gm10318,KRTAP9-1,Mouse
Gm7138,KRTAP9-1,Mouse
Gm3238,KRTAP9-1,Mouse
Gm3233,KRTAP9-1,Mouse
Gm3250,KRTAP9-1,Mouse
Gm7137,KRTAP9-1,Mouse
Gm9639,KRTAP9-1,Mouse
Gm9508,KRTAP9-1,Mouse
Gm19668,KRTAP9-1,Mouse
Gm40460,KRTAP9-1,Mouse
Krtap5-2,KRTAP9-1,Mouse
Gm45618,KRTAP9-1,Mouse
Gm4559,KRTAP9-1,Mouse
Gm40460,KRTAP9-3,Mouse
Krtap5-2,KRTAP9-3,Mouse
Gm45618,KRTAP9-3,Mouse
Gm4559,KRTAP9-3,Mouse
Gm49403,LBHD1,Mouse
Lbhd1,LBHD1,Mouse
Krt84,KRT84,Mouse
Krt82,KRT82,Mouse
Krt75,KRT75,Mouse
Larp6,LARP6,Mouse
Gm5414,KRT6B,Mouse
Krt6b,KRT6B,Mouse
Krt6a,KRT6B,Mouse
Kdm7a,KDM7A,Mouse
Krtap29-1,KRTAP29-1,Mouse
Gm10153,KRTAP29-1,Mouse
Krtap16-1,KRTAP16-1,Mouse
Krt33b,KRT33A,Mouse
Krt31,KRT33A,Mouse
Krt33a,KRT33A,Mouse
Gm5414,KRT6A,Mouse
Krt6b,KRT6A,Mouse
Krt6a,KRT6A,Mouse
Krt34,KRT34,Mouse
Gm5478,KRT5,Mouse
Krt5,KRT5,Mouse
Krt32,KRT32,Mouse
Krt71,KRT71,Mouse
Krt72,KRT72,Mouse
Krt73,KRT73,Mouse
Krt35,KRT35,Mouse
Krt36,KRT36,Mouse
Klhl34,KLHL34,Mouse
Krt2,KRT2,Mouse
Lamc3,LAMC3,Mouse
Krt1,KRT1,Mouse
Ldlr,LDLR,Mouse
Krt77,KRT77,Mouse
Larp4,LARP4,Mouse
Krt76,KRT76,Mouse
Kndc1,KNDC1,Mouse
Krt4,KRT4,Mouse
Krt79,KRT79,Mouse
Krt78,KRT78,Mouse
Lamp2,LAMP2,Mouse
Kif15,KIF15,Mouse
Kng2,KNG1,Mouse
Kng1,KNG1,Mouse
Krt18,KRT18,Mouse
Krt8,KRT8,Mouse
Kiz,KIZ,Mouse
Krt15,KRT15,Mouse
Kif5b,KIF5B,Mouse
Kirrel3,KIRREL3,Mouse
Kras,KRAS,Mouse
Lcn9,LCN9,Mouse
Klc3,KLC3,Mouse
Kif2a,KIF2A,Mouse
Krr1,KRR1,Mouse
Krt19,KRT19,Mouse
Krtcap2,KRTCAP2,Mouse
L3mbtl4,L3MBTL4,Mouse
Lancl2,LANCL2,Mouse
Khnyn,KHNYN,Mouse
Klrb1a,KLRB1,Mouse
Klrb1b,KLRB1,Mouse
Gm44511,KLRB1,Mouse
Klrb1f,KLRB1,Mouse
Klrb1,KLRB1,Mouse
Klrb1c,KLRB1,Mouse
Lair1,LAIR1,Mouse
Kmt2c,KMT2C,Mouse
Gm340,LCOR,Mouse
Klhl41,KLHL41,Mouse
Ldb1,LDB1,Mouse
Layn,LAYN,Mouse
L3hypdh,L3HYPDH,Mouse
Khdrbs3,KHDRBS3,Mouse
Ksr1,KSR1,Mouse
Klhl12,KLHL12,Mouse
Klhdc8a,KLHDC8A,Mouse
Klhl10,KLHL10,Mouse
Klhl23,KLHL23,Mouse
Kif21a,KIF21A,Mouse
Klkb1,KLKB1,Mouse
Ksr2,KSR2,Mouse
Lamtor5,LAMTOR5,Mouse
Lbx2,LBX2,Mouse
Klhdc8b,KLHDC8B,Mouse
Klhl15,KLHL15,Mouse
Kif13a,KIF13A,Mouse
Klf2,KLF2,Mouse
Lars,LARS,Mouse
Krtap5-1,KRTAP5-2,Mouse
Krtap5-4,KRTAP5-2,Mouse
Krtap5-5,KRTAP5-2,Mouse
Gm4553,KRTAP5-2,Mouse
Gm29735,KRTAP5-2,Mouse
Klb,KLB,Mouse
Khdrbs1,KHDRBS1,Mouse
Ktn1,KTN1,Mouse
Krtap5-1,KRTAP5-5,Mouse
Krtap5-4,KRTAP5-5,Mouse
Krtap5-5,KRTAP5-5,Mouse
Gm4553,KRTAP5-5,Mouse
Gm29735,KRTAP5-5,Mouse
Klf4,KLF4,Mouse
Klhl28,KLHL28,Mouse
Kncn,KNCN,Mouse
Lars2,LARS2,Mouse
Klhl32,KLHL32,Mouse
Lca5l,LCA5L,Mouse
Lamb2,LAMB2,Mouse
Kpna6,KPNA6,Mouse
Lama1,LAMA1,Mouse
Lamtor2,LAMTOR2,Mouse
Lamtor4,LAMTOR4,Mouse
Lbr,LBR,Mouse
Lamc1,LAMC1,Mouse
Kif20b,KIF20B,Mouse
Kmt2d,KMT2D,Mouse
Klhl30,KLHL30,Mouse
Klf11,KLF11,Mouse
Kifc3,KIFC3,Mouse
Lalba,LALBA,Mouse
Lax1,LAX1,Mouse
Lancl3,LANCL3,Mouse
Lactb,LACTB,Mouse
Klhl11,KLHL11,Mouse
Gm28040,KISS1,Mouse
Kiss1,KISS1,Mouse
Lmbr1l,LMBR1L,Mouse
Lrrc45,LRRC45,Mouse
Lrrc43,LRRC43,Mouse
Lnx1,LNX1,Mouse
Lmna,LMNA,Mouse
Lpar4,LPAR4,Mouse
Lrrc66,LRRC66,Mouse
Lix1l,LIX1L,Mouse
Lrrc38,LRRC38,Mouse
Lrrc10,LRRC10,Mouse
Lin9,LIN9,Mouse
Lpin3,LPIN3,Mouse
Lrriq1,LRRIQ1,Mouse
Lyst,LYST,Mouse
Lgals8,LGALS8,Mouse
Lrrc23,LRRC23,Mouse
Limk1,LIMK1,Mouse
Lum,LUM,Mouse
Lgr5,LGR5,Mouse
Lpgat1,LPGAT1,Mouse
Limch1,LIMCH1,Mouse
Lrrc71,LRRC71,Mouse
Lnpk,LNPK,Mouse
Lpcat3,LPCAT3,Mouse
Lgmn,LGMN,Mouse
Lime1,LIME1,Mouse
Lypd3,LYPD3,Mouse
Lemd3,LEMD3,Mouse
Lrrc4b,LRRC4B,Mouse
Lrrfip1,LRRFIP1,Mouse
Lurap1,LURAP1,Mouse
Lhx4,LHX4,Mouse
Llgl2,LLGL2,Mouse
Lmbr1,LMBR1,Mouse
Ly86,LY86,Mouse
Madcam1,MADCAM1,Mouse
Lsm10,LSM10,Mouse
Limd1,LIMD1,Mouse
Lypd4,LYPD4,Mouse
Lig4,LIG4,Mouse
Lef1,LEF1,Mouse
Lsm4,LSM4,Mouse
Lipg,LIPG,Mouse
Lhx1,LHX1,Mouse
Lman1l,LMAN1L,Mouse
Lrtm2,LRTM2,Mouse
Lmbrd1,LMBRD1,Mouse
Lrch3,LRCH3,Mouse
Lrrc25,LRRC25,Mouse
Lhx6,LHX6,Mouse
Lsm14a,LSM14A,Mouse
Litaf,LITAF,Mouse
Lyrm2,LYRM2,Mouse
Lrrc3,LRRC3,Mouse
Lpl,LPL,Mouse
Lman2,LMAN2,Mouse
Lrrc75b,LRRC75B,Mouse
Lztfl1,LZTFL1,Mouse
Mad2l1,MAD2L1,Mouse
Lrpprc,LRPPRC,Mouse
Lrrc30,LRRC30,Mouse
Lrit1,LRIT1,Mouse
Lsp1,LSP1,Mouse
Lrr1,LRR1,Mouse
Ltbp3,LTBP3,Mouse
Lyve1,LYVE1,Mouse
Ltbr,LTBR,Mouse
Luc7l,LUC7L,Mouse
Lrrc1,LRRC1,Mouse
Loxl2,LOXL2,Mouse
Lmnb1,LMNB1,Mouse
Lmo1,LMO1,Mouse
Lrrcc1,LRRCC1,Mouse
Lipi,LIPI,Mouse
Lztr1,LZTR1,Mouse
Lmbrd2,LMBRD2,Mouse
Mab21l1,MAB21L1,Mouse
Lpp,LPP,Mouse
Lrg1,LRG1,Mouse
Lgi4,LGI4,Mouse
Lrrc42,LRRC42,Mouse
Limk2,LIMK2,Mouse
Lrig1,LRIG1,Mouse
Lzts1,LZTS1,Mouse
Ltf,LTF,Mouse
Lpar6,LPAR6,Mouse
Lmo2,LMO2,Mouse
Lpcat4,LPCAT4,Mouse
Lmln,LMLN,Mouse
Ldlrad1,LDLRAD1,Mouse
Lhx3,LHX3,Mouse
Mageb18,MAGEB18,Mouse
Lrp11,LRP11,Mouse
Mageb5,MAGEB5,Mouse
Gm14781,MAGEB5,Mouse
Lnx2,LNX2,Mouse
Lgi1,LGI1,Mouse
Lmcd1,LMCD1,Mouse
Lrrtm3,LRRTM3,Mouse
Lyzl6,LYZL6,Mouse
Lin37,LIN37,Mouse
Lsm12,LSM12,Mouse
Lysmd2,LYSMD2,Mouse
Lrp10,LRP10,Mouse
Lsm6,LSM6,Mouse
Ly6g5b,LY6G5B,Mouse
Lrp12,LRP12,Mouse
Mageb4,MAGEB2,Mouse
Lrrc2,LRRC2,Mouse
Lpar1,LPAR1,Mouse
Leap2,LEAP2,Mouse
Ly6g5c,LY6G5C,Mouse
Limd2,LIMD2,Mouse
Gm5065,LGALSL,Mouse
Lgalsl,LGALSL,Mouse
Lif,LIF,Mouse
Gm28035,LRRC8A,Mouse
Lrrc8a,LRRC8A,Mouse
Leo1,LEO1,Mouse
Maea,MAEA,Mouse
Lman1,LMAN1,Mouse
Ly6k,LY6K,Mouse
Lypd2,LYPD2,Mouse
Lrrc74a,LRRC74A,Mouse
Lynx1,LYNX1,Mouse
Lrrn3,LRRN3,Mouse
Ly6d,LY6D,Mouse
Lrrc59,LRRC59,Mouse
Ly96,LY96,Mouse
Loxl4,LOXL4,Mouse
Lsamp,LSAMP,Mouse
Lsr,LSR,Mouse
Lrrk1,LRRK1,Mouse
Lzts3,LZTS3,Mouse
Lonrf1,LONRF1,Mouse
Lipc,LIPC,Mouse
Ly6g6e,LY6G6E,Mouse
Ly6g6d,LY6G6D,Mouse
Ly6g6f,LY6G6F,Mouse
Lgsn,LGSN,Mouse
Ly6e,LY6E,Mouse
Lrrn1,LRRN1,Mouse
Maats1,MAATS1,Mouse
Mafk,MAFK,Mouse
Lta,LTA,Mouse
Lmod3,LMOD3,Mouse
Ltb,LTB,Mouse
Lrat,LRAT,Mouse
Lmntd1,LMNTD1,Mouse
Gm20605,LRCH4,Mouse
Lrch4,LRCH4,Mouse
Lpcat1,LPCAT1,Mouse
Lingo1,LINGO1,Mouse
Lrrc18,LRRC18,Mouse
Lect2,LECT2,Mouse
Ly6h,LY6H,Mouse
Lrfn5,LRFN5,Mouse
Lrrc15,LRRC15,Mouse
Lpin1,LPIN1,Mouse
Mag,MAG,Mouse
Lgi2,LGI2,Mouse
Lrrc58,LRRC58,Mouse
Lrrn4,LRRN4,Mouse
Lim2,LIM2,Mouse
Mad1l1,MAD1L1,Mouse
Lypd1,LYPD1,Mouse
Lrp4,LRP4,Mouse
Ly6g6c,LY6G6C,Mouse
Mab21l3,MAB21L3,Mouse
Lrrc73,LRRC73,Mouse
Letmd1,LETMD1,Mouse
Lsmem1,LSMEM1,Mouse
Lrrc8c,LRRC8C,Mouse
Lrrc8d,LRRC8D,Mouse
Lrrc8b,LRRC8B,Mouse
Lsg1,LSG1,Mouse
Lyzl1,LYZL1,Mouse
Lzts2,LZTS2,Mouse
Lmtk2,LMTK2,Mouse
Lrrc36,LRRC36,Mouse
Maf1,MAF1,Mouse
Lmx1b,LMX1B,Mouse
Luzp1,LUZP1,Mouse
Lpin2,LPIN2,Mouse
Lhpp,LHPP,Mouse
Lhcgr,LHCGR,Mouse
Lrp2bp,LRP2BP,Mouse
Lypd8,LYPD8,Mouse
Lrit3,LRIT3,Mouse
Lingo4,LINGO4,Mouse
Lyg2,LYG2,Mouse
Lsm14b,LSM14B,Mouse
Lhfpl3,LHFPL3,Mouse
Lrrc63,LRRC63,Mouse
Lrp3,LRP3,Mouse
Lyg1,LYG1,Mouse
Lipt1,LIPT1,Mouse
Mafa,MAFA,Mouse
Lhx9,LHX9,Mouse
Lrrc10b,LRRC10B,Mouse
M6pr,M6PR,Mouse
Lhfpl2,LHFPL2,Mouse
Lhfpl1,LHFPL1,Mouse
1700080O16Rik,MAGEA10,Mouse
3830417A13Rik,MAGEA10,Mouse
Magea10,MAGEA10,Mouse
Magea2,MAGEA10,Mouse
Magea6,MAGEA10,Mouse
Magea5,MAGEA10,Mouse
Magea3,MAGEA10,Mouse
Magea8,MAGEA10,Mouse
Magea1,MAGEA10,Mouse
Magea4,MAGEA10,Mouse
Lrrc6,LRRC6,Mouse
Gm884,LRRC37A,Mouse
Lrch2,LRCH2,Mouse
Madd,MADD,Mouse
Lgals1,LGALS1,Mouse
Lrrc56,LRRC56,Mouse
Lmntd2,LMNTD2,Mouse
Lpar3,LPAR3,Mouse
Ltbp1,LTBP1,Mouse
Lyn,LYN,Mouse
Leprotl1,LEPROTL1,Mouse
Lpar2,LPAR2,Mouse
M1ap,M1AP,Mouse
Lrp1,LRP1,Mouse
Luc7l3,LUC7L3,Mouse
Ldlrad3,LDLRAD3,Mouse
Lelp1,LELP1,Mouse
Lurap1l,LURAP1L,Mouse
Lnp1,LNP1,Mouse
Lonp2,LONP2,Mouse
Liph,LIPH,Mouse
Lyrm1,LYRM1,Mouse
Lin7b,LIN7B,Mouse
Ly75,LY75,Mouse
Lrch1,LRCH1,Mouse
Lonp1,LONP1,Mouse
Lrrtm2,LRRTM2,Mouse
Letm1,LETM1,Mouse
Lonrf2,LONRF2,Mouse
Lgi3,LGI3,Mouse
Lgals3bp,LGALS3BP,Mouse
Leng1,LENG1,Mouse
Lrig2,LRIG2,Mouse
Lypd6b,LYPD6B,Mouse
Lysmd1,LYSMD1,Mouse
Lgals7,LGALS7,Mouse
Lypd6,LYPD6,Mouse
Lrp1b,LRP1B,Mouse
Loxhd1,LOXHD1,Mouse
Lmo3,LMO3,Mouse
Lgals4,LGALS4,Mouse
Lrrc4c,LRRC4C,Mouse
Lyrm9,LYRM9,Mouse
Lrrc40,LRRC40,Mouse
Lrrc7,LRRC7,Mouse
Lepr,LEPR,Mouse
Leprot,LEPROT,Mouse
Lrguk,LRGUK,Mouse
Ltn1,LTN1,Mouse
Lonrf3,LONRF3,Mouse
Maf,MAF,Mouse
Lypla2,LYPLA2,Mouse
Lrrtm4,LRRTM4,Mouse
Lin28b,LIN28B,Mouse
Lmod1,LMOD1,Mouse
Maged2,MAGED2,Mouse
Lyzl4,LYZL4,Mouse
Lkaaear1,LKAAEAR1,Mouse
Lyl1,LYL1,Mouse
Luc7l2,LUC7L2,Mouse
Lrrc24,LRRC24,Mouse
Lrrtm1,LRRTM1,Mouse
Lrrc14,LRRC14,Mouse
Lsm1,LSM1,Mouse
Lrsam1,LRSAM1,Mouse
Lipe,LIPE,Mouse
Lrrc20,LRRC20,Mouse
Lvrn,LVRN,Mouse
Lhfpl5,LHFPL5,Mouse
Lrp8,LRP8,Mouse
Lig3,LIG3,Mouse
Lrrc19,LRRC19,Mouse
Lifr,LIFR,Mouse
Lysmd3,LYSMD3,Mouse
Lilra6,LILRA6,Mouse
Pirb,LILRA6,Mouse
Gm15448,LILRA6,Mouse
Gm14548,LILRA6,Mouse
Gm15922,LILRA6,Mouse
Lilra5,LILRA6,Mouse
Pira2,LILRA6,Mouse
Lrrc27,LRRC27,Mouse
Lrrc32,LRRC32,Mouse
Lipf,LIPF,Mouse
Lemd2,LEMD2,Mouse
Lin28a,LIN28A,Mouse
Lipk,LIPK,Mouse
Lin52,LIN52,Mouse
Maged1,MAGED1,Mouse
Lypd5,LYPD5,Mouse
Lypla1,LYPLA1,Mouse
Lsm2,LSM2,Mouse
Lrrc3b,LRRC3B,Mouse
Lrrd1,LRRD1,Mouse
Lipt2,LIPT2,Mouse
Lrfn2,LRFN2,Mouse
Lrmp,LRMP,Mouse
Macc1,MACC1,Mouse
Lipn,LIPN,Mouse
Lmo7,LMO7,Mouse
Lipm,LIPM,Mouse
Lrrfip2,LRRFIP2,Mouse
Lrrc61,LRRC61,Mouse
Lzic,LZIC,Mouse
Lrrc49,LRRC49,Mouse
Lgals2,LGALS2,Mouse
Lingo3,LINGO3,Mouse
Lsm7,LSM7,Mouse
Lrrc46,LRRC46,Mouse
Lgals12,LGALS12,Mouse
Lima1,LIMA1,Mouse
Mageh1,MAGEH1,Mouse
Lpxn,LPXN,Mouse
Lnpep,LNPEP,Mouse
Lrp6,LRP6,Mouse
Lrriq3,LRRIQ3,Mouse
Mad2l1bp,MAD2L1BP,Mouse
Lox,LOX,Mouse
Lrig3,LRIG3,Mouse
Lrfn3,LRFN3,Mouse
Lmo4,LMO4,Mouse
Lpcat2,LPCAT2,Mouse
Macrod2,MACROD2,Mouse
Lsm11,LSM11,Mouse
Lrrc57,LRRC57,Mouse
Lrrc4,LRRC4,Mouse
Mafg,MAFG,Mouse
Lep,LEP,Mouse
Lingo2,LINGO2,Mouse
Lmf2,LMF2,Mouse
Lgals3,LGALS3,Mouse
Lrrc28,LRRC28,Mouse
Ltbp4,LTBP4,Mouse
Lmnb2,LMNB2,Mouse
Macf1,MACF1,Mouse
Maff,MAFF,Mouse
Lilra6,LILRA5,Mouse
Pirb,LILRA5,Mouse
Gm15448,LILRA5,Mouse
Gm14548,LILRA5,Mouse
Gm15922,LILRA5,Mouse
Lilra5,LILRA5,Mouse
Pira2,LILRA5,Mouse
Lgr6,LGR6,Mouse
Lrrc47,LRRC47,Mouse
Lhx8,LHX8,Mouse
Lrrc8e,LRRC8E,Mouse
Lrrn4cl,LRRN4CL,Mouse
Lrrn2,LRRN2,Mouse
Lrtm1,LRTM1,Mouse
Lix1,LIX1,Mouse
Llph,LLPH,Mouse
Lrrc55,LRRC55,Mouse
Lhx5,LHX5,Mouse
Ldlrad4,LDLRAD4,Mouse
Luzp2,LUZP2,Mouse
Lrrc26,LRRC26,Mouse
Lrrc75a,LRRC75A,Mouse
Lsm5,LSM5,Mouse
Mageb16,MAGEB16,Mouse
Ltbp2,LTBP2,Mouse
Ltc4s,LTC4S,Mouse
Lrp2,LRP2,Mouse
Lrp5,LRP5,Mouse
Lexm,LEXM,Mouse
Lmx1a,LMX1A,Mouse
Lyplal1,LYPLAL1,Mouse
Lrrc52,LRRC52,Mouse
Lysmd4,LYSMD4,Mouse
Lxn,LXN,Mouse
Lemd1,LEMD1,Mouse
Lrfn1,LRFN1,Mouse
Lgr4,LGR4,Mouse
Mab21l2,MAB21L2,Mouse
Lrba,LRBA,Mouse
Lrwd1,LRWD1,Mouse
Letm2,LETM2,Mouse
Mael,MAEL,Mouse
Ldoc1,LDOC1,Mouse
Lsm8,LSM8,Mouse
Magee2,MAGEE2,Mouse
Lpo,LPO,Mouse
Lrrc39,LRRC39,Mouse
Magee1,MAGEE1,Mouse
Lrrc14b,LRRC14B,Mouse
Lyrm7,LYRM7,Mouse
Lss,LSS,Mouse
Lsm3,LSM3,Mouse
Lrrc74b,LRRC74B,Mouse
Lhfpl4,LHFPL4,Mouse
Ltk,LTK,Mouse
Lrrc34,LRRC34,Mouse
Lfng,LFNG,Mouse
Lrrc3c,LRRC3C,Mouse
Llgl1,LLGL1,Mouse
Lhx2,LHX2,Mouse
Lpar5,LPAR5,Mouse
Lst1,LST1,Mouse
Loxl1,LOXL1,Mouse
Lrriq4,LRRIQ4,Mouse
Lrrc31,LRRC31,Mouse
Lmf1,LMF1,Mouse
Lias,LIAS,Mouse
Ltv1,LTV1,Mouse
Lig1,LIG1,Mouse
Lrfn4,LRFN4,Mouse
Lrrc9,LRRC9,Mouse
Lefty2,LEFTY2,Mouse
Lefty1,LEFTY2,Mouse
Lefty2,LEFTY1,Mouse
Lefty1,LEFTY1,Mouse
Ly9,LY9,Mouse
Lmod2,LMOD2,Mouse
Lrrc29,LRRC29,Mouse
Lman2l,LMAN2L,Mouse
Macrod1,MACROD1,Mouse
Lin7a,LIN7A,Mouse
Lrcol1,LRCOL1,Mouse
Lims2,LIMS2,Mouse
Ltb4r2,LTB4R2,Mouse
Mafb,MAFB,Mouse
Lrrc17,LRRC17,Mouse
Lipa,LIPA,Mouse
Lrrc41,LRRC41,Mouse
Lyar,LYAR,Mouse
Lins1,LINS1,Mouse
Lrrk2,LRRK2,Mouse
Lrmda,LRMDA,Mouse
Lin54,LIN54,Mouse
Lin7c,LIN7C,Mouse
Mad2l2,MAD2L2,Mouse
Lenep,LENEP,Mouse
Lrpap1,LRPAP1,Mouse
Ldlrap1,LDLRAP1,Mouse
Leng8,LENG8,Mouse
Leng9,LENG9,Mouse
Loxl3,LOXL3,Mouse
Lta4h,LTA4H,Mouse
Lrif1,LRIF1,Mouse
Lekr1,LEKR1,Mouse
Mir106b,MIR106B,Mouse
Mir100,MIR100,Mouse
Mir10b,MIR10B,Mouse
Maip1,MAIP1,Mouse
Mettl8,METTL8,Mouse
Mettl25,METTL25,Mouse
Mgat4c,MGAT4C,Mouse
Map3k12,MAP3K12,Mouse
Mdh1b,MDH1B,Mouse
Mettl21a,METTL21A,Mouse
Map3k20,MAP3K20,Mouse
Mbnl1,MBNL1,Mouse
Mef2d,MEF2D,Mouse
Med25,MED25,Mouse
Mbtd1,MBTD1,Mouse
Mff,MFF,Mouse
Mettl17,METTL17,Mouse
Mfap3l,MFAP3L,Mouse
Mcmbp,MCMBP,Mouse
Mfsd3,MFSD3,Mouse
Masp2,MASP2,Mouse
Mir10a,MIR10A,Mouse
Map3k5,MAP3K5,Mouse
Mark1,MARK1,Mouse
Mdfi,MDFI,Mouse
Med17,MED17,Mouse
Med1,MED1,Mouse
Map2k4,MAP2K4,Mouse
Mfsd2a,MFSD2A,Mouse
Mcur1,MCUR1,Mouse
Map1lc3a,MAP1LC3A,Mouse
Mastl,MASTL,Mouse
Mak,MAK,Mouse
Mettl23,METTL23,Mouse
Mfsd11,MFSD11,Mouse
Mgat3,MGAT3,Mouse
Mcm3ap,MCM3AP,Mouse
Man2b1,MAN2B1,Mouse
Mcfd2,MCFD2,Mouse
Med29,MED29,Mouse
Mief1,MIEF1,Mouse
Me1,ME1,Mouse
Mex3d,MEX3D,Mouse
Mettl15,METTL15,Mouse
Mbp,MBP,Mouse
5-Mar,5-Mar,Mouse
Midn,MIDN,Mouse
Med4,MED4,Mouse
Mbd3,MBD3,Mouse
Mfsd12,MFSD12,Mouse
Mbd3l1,MBD3L1,Mouse
Mipol1,MIPOL1,Mouse
Meis2,MEIS2,Mouse
Map3k9,MAP3K9,Mouse
Manba,MANBA,Mouse
Med19,MED19,Mouse
Mga,MGA,Mouse
Mcm5,MCM5,Mouse
Maml2,MAML2,Mouse
Magi1,MAGI1,Mouse
Mb,MB,Mouse
Masp1,MASP1,Mouse
Mast4,MAST4,Mouse
10-Mar,10-Mar,Mouse
Meikin,MEIKIN,Mouse
Med26,MED26,Mouse
Mief2,MIEF2,Mouse
Mdga2,MDGA2,Mouse
Memo1,MEMO1,Mouse
Mdc1,MDC1,Mouse
Marveld1,MARVELD1,Mouse
Megf9,MEGF9,Mouse
Milr1,MILR1,Mouse
Mgat5b,MGAT5B,Mouse
Meox1,MEOX1,Mouse
Mboat1,MBOAT1,Mouse
Man2c1,MAN2C1,Mouse
6-Mar,6-Mar,Mouse
Medag,MEDAG,Mouse
Meaf6,MEAF6,Mouse
Mdh1,MDH1,Mouse
Mcm4,MCM4,Mouse
Mfsd14b,MFSD14B,Mouse
Mid1ip1,MID1IP1,Mouse
Meioc,MEIOC,Mouse
Map2k1,MAP2K1,Mouse
Med10,MED10,Mouse
3-Mar,3-Mar,Mouse
Mefv,MEFV,Mouse
Mapk1,MAPK1,Mouse
Mettl3,METTL3,Mouse
Mgat2,MGAT2,Mouse
Megf10,MEGF10,Mouse
Marcksl1,MARCKSL1,Mouse
Med24,MED24,Mouse
Mid1,MID1,Mouse
Mepe,MEPE,Mouse
Mapkbp1,MAPKBP1,Mouse
Map4k2,MAP4K2,Mouse
Metrn,METRN,Mouse
Med28,MED28,Mouse
Mcm3,MCM3,Mouse
Micu2,MICU2,Mouse
Mcrip2,MCRIP2,Mouse
Mavs,MAVS,Mouse
Mien1,MIEN1,Mouse
Med11,MED11,Mouse
Med31,MED31,Mouse
Matn3,MATN3,Mouse
Mdn1,MDN1,Mouse
Mcph1,MCPH1,Mouse
Mfap2,MFAP2,Mouse
Mcub,MCUB,Mouse
1-Mar,1-Mar,Mouse
Mettl16,METTL16,Mouse
Mcf2l,MCF2L,Mouse
Mettl9,METTL9,Mouse
Men1,MEN1,Mouse
Mif,MIF,Mouse
Malsu1,MALSU1,Mouse
Meis3,MEIS3,Mouse
Maneal,MANEAL,Mouse
Maoa,MAOA,Mouse
Maob,MAOB,Mouse
Manbal,MANBAL,Mouse
Mctp2,MCTP2,Mouse
Mapkapk3,MAPKAPK3,Mouse
Med14,MED14,Mouse
Map6,MAP6,Mouse
Map3k11,MAP3K11,Mouse
Mbd3l2,MBD3L2,Mouse
Mccc1,MCCC1,Mouse
Mcc,MCC,Mouse
Mia2,MIA2,Mouse
Map3k1,MAP3K1,Mouse
Mapk6,MAPK6,Mouse
Mapk8,MAPK8,Mouse
Mea1,MEA1,Mouse
Mdga1,MDGA1,Mouse
Mier3,MIER3,Mouse
Mink1,MINK1,Mouse
Manf,MANF,Mouse
Map3k3,MAP3K3,Mouse
Mecom,MECOM,Mouse
Mast1,MAST1,Mouse
Map1a,MAP1A,Mouse
Mef2b,MEF2B,Mouse
Mical3,MICAL3,Mouse
Mettl24,METTL24,Mouse
Map3k7,MAP3K7,Mouse
Mepce,MEPCE,Mouse
Micall2,MICALL2,Mouse
